m, m_max, m_max_0, ef_construction, ml, select_neighbor_mode, total_time_for_building_graph, total_time_for_query, total_distance_count_for_building_graph, total_distance_count_for_query, recall
25, 25, 25, 35, 0.310667, simple, 1980, 25, 13138127, 135326, 0.957
25, 25, 25, 45, 0.310667, simple, 2120, 25, 14004094, 136432, 0.9566
25, 25, 35, 5, 0.310667, simple, 301, 21, 1860146, 114000, 0.7527
25, 25, 35, 15, 0.310667, simple, 1056, 30, 6821201, 161942, 0.9797
25, 25, 35, 25, 0.310667, simple, 1979, 30, 13120742, 167408, 0.976
25, 25, 35, 35, 0.310667, simple, 2153, 31, 14121855, 166974, 0.9468
25, 25, 35, 45, 0.310667, simple, 2337, 30, 15193690, 166424, 0.9388
25, 25, 45, 5, 0.310667, simple, 306, 22, 1914596, 115804, 0.7741
25, 25, 45, 15, 0.310667, simple, 1062, 32, 6943469, 179804, 0.9863
25, 25, 45, 25, 0.310667, simple, 2064, 39, 13721384, 193136, 0.9925
25, 25, 45, 35, 0.310667, simple, 2228, 34, 14685880, 189354, 0.9337
25, 25, 45, 45, 0.310667, simple, 2536, 35, 16498247, 193422, 0.9937
25, 35, 5, 5, 0.310667, simple, 205, 8, 1230242, 35756, 0.2265
25, 35, 5, 15, 0.310667, simple, 456, 9, 2716564, 44672, 0.3054
25, 35, 5, 25, 0.310667, simple, 658, 9, 3911951, 43598, 0.2661
25, 35, 5, 35, 0.310667, simple, 744, 10, 4343181, 49390, 0.3872
25, 35, 5, 45, 0.310667, simple, 824, 10, 4697979, 50706, 0.4
25, 35, 15, 5, 0.310667, simple, 284, 17, 1717285, 87150, 0.671
25, 35, 15, 15, 0.310667, simple, 864, 19, 5612084, 97120, 0.8287
25, 35, 15, 25, 0.310667, simple, 1313, 20, 8414528, 99632, 0.851
25, 35, 15, 35, 0.310667, simple, 1468, 21, 9216026, 100964, 0.8708
25, 35, 15, 45, 0.310667, simple, 1646, 19, 9957823, 103170, 0.8839
25, 35, 25, 5, 0.310667, simple, 288, 20, 1753924, 103100, 0.7234
25, 35, 25, 15, 0.310667, simple, 1008, 29, 6582013, 139618, 0.9628
25, 35, 25, 25, 0.310667, simple, 1857, 27, 12218537, 136264, 0.9449
25, 35, 25, 35, 0.310667, simple, 2042, 25, 13324429, 139108, 0.9536
25, 35, 25, 45, 0.310667, simple, 2168, 25, 14264354, 139540, 0.9625
25, 35, 35, 5, 0.310667, simple, 316, 22, 1913146, 111422, 0.8129
25, 35, 35, 15, 0.310667, simple, 1075, 31, 6700989, 155392, 0.8719
25, 35, 35, 25, 0.310667, simple, 1999, 30, 13333339, 169808, 0.9853
25, 35, 35, 35, 0.310667, simple, 2232, 31, 14695561, 172348, 0.9876
25, 35, 35, 45, 0.310667, simple, 2411, 31, 15622592, 171038, 0.9811
25, 35, 45, 5, 0.310667, simple, 297, 21, 1834614, 114222, 0.7417
25, 35, 45, 15, 0.310667, simple, 1057, 32, 6792316, 175220, 0.9307
25, 35, 45, 25, 0.310667, simple, 2067, 34, 13905890, 194504, 0.9931
25, 35, 45, 35, 0.310667, simple, 2338, 35, 15246100, 195984, 0.9938
25, 35, 45, 45, 0.310667, simple, 2510, 35, 16429684, 195946, 0.9938
25, 45, 5, 5, 0.310667, simple, 205, 7, 1218451, 33022, 0.2087
25, 45, 5, 15, 0.310667, simple, 469, 8, 2808154, 42310, 0.2996
25, 45, 5, 25, 0.310667, simple, 692, 10, 4101017, 50730, 0.3879
25, 45, 5, 35, 0.310667, simple, 763, 10, 4489818, 51270, 0.3787
25, 45, 5, 45, 0.310667, simple, 850, 12, 4926407, 55502, 0.4184
25, 45, 15, 5, 0.310667, simple, 285, 18, 1746835, 89594, 0.699
25, 45, 15, 15, 0.310667, simple, 855, 18, 5635239, 98002, 0.8179
25, 45, 15, 25, 0.310667, simple, 1286, 19, 8446604, 100160, 0.8447
25, 45, 15, 35, 0.310667, simple, 1444, 19, 9326332, 103814, 0.8689
25, 45, 15, 45, 0.310667, simple, 1583, 19, 10076273, 102372, 0.8227
25, 45, 25, 5, 0.310667, simple, 304, 20, 1852747, 105466, 0.7787
25, 45, 25, 15, 0.310667, simple, 1010, 26, 6549815, 140644, 0.951
25, 45, 25, 25, 0.310667, simple, 1823, 25, 12355313, 138368, 0.9412
25, 45, 25, 35, 0.310667, simple, 2019, 27, 13439268, 139206, 0.9478
25, 45, 25, 45, 0.310667, simple, 2193, 25, 14377572, 141424, 0.9366
25, 45, 35, 5, 0.310667, simple, 312, 21, 1935028, 111640, 0.7606
25, 45, 35, 15, 0.310667, simple, 1070, 30, 6931154, 165498, 0.9681
25, 45, 35, 25, 0.310667, simple, 1974, 31, 13342914, 170936, 0.9864
25, 45, 35, 35, 0.310667, simple, 2207, 31, 14672231, 173438, 0.9878
25, 45, 35, 45, 0.310667, simple, 2471, 31, 15837695, 173976, 0.9877
25, 45, 45, 5, 0.310667, simple, 318, 23, 1940226, 115098, 0.7874
25, 45, 45, 15, 0.310667, simple, 1099, 32, 7109524, 181362, 0.9859
25, 45, 45, 25, 0.310667, simple, 2058, 34, 13882328, 196108, 0.993
25, 45, 45, 35, 0.310667, simple, 2392, 35, 15382387, 198200, 0.9921
25, 45, 45, 45, 0.310667, simple, 2517, 35, 16349757, 196736, 0.9773
35, 5, 5, 5, 0.281266, simple, 158, 6, 901194, 28856, 0.0757
35, 5, 5, 15, 0.281266, simple, 337, 7, 1897766, 33340, 0.1884
35, 5, 5, 25, 0.281266, simple, 525, 7, 2971066, 32306, 0.2033
35, 5, 5, 35, 0.281266, simple, 715, 7, 4033556, 31000, 0.2371
35, 5, 5, 45, 0.281266, simple, 767, 8, 4253144, 38062, 0.3228
35, 5, 15, 5, 0.281266, simple, 239, 16, 1449507, 80724, 0.5946
35, 5, 15, 15, 0.281266, simple, 787, 16, 5150830, 80128, 0.5976
35, 5, 15, 25, 0.281266, simple, 1139, 18, 7417141, 91390, 0.5102
35, 5, 15, 35, 0.281266, simple, 1535, 18, 9966190, 91748, 0.818
35, 5, 15, 45, 0.281266, simple, 1746, 21, 10936818, 113496, 0.2893
35, 5, 25, 5, 0.281266, simple, 273, 17, 1639241, 76282, 0.4336
35, 5, 25, 15, 0.281266, simple, 981, 23, 6304152, 123652, 0.8143
35, 5, 25, 25, 0.281266, simple, 1661, 23, 11132370, 123702, 0.8477
35, 5, 25, 35, 0.281266, simple, 2444, 28, 16566884, 143046, 0.4232
35, 5, 25, 45, 0.281266, simple, 2604, 25, 17578085, 144418, 0.6405
35, 5, 35, 5, 0.281266, simple, 282, 21, 1707820, 112720, 0.721
35, 5, 35, 15, 0.281266, simple, 1018, 29, 6452255, 156418, 0.9659
35, 5, 35, 25, 0.281266, simple, 2208, 30, 13710416, 161726, 0.9862
35, 5, 35, 35, 0.281266, simple, 2940, 29, 19664577, 154282, 0.9191
35, 5, 35, 45, 0.281266, simple, 3222, 26, 21919091, 139628, 0.7286
35, 5, 45, 5, 0.281266, simple, 277, 15, 1670215, 75426, 0.3305
35, 5, 45, 15, 0.281266, simple, 1130, 34, 7155207, 186834, 0.9469
35, 5, 45, 25, 0.281266, simple, 2001, 34, 13332220, 186616, 0.9927
35, 5, 45, 35, 0.281266, simple, 3252, 33, 21980028, 184544, 0.9935
35, 5, 45, 45, 0.281266, simple, 3340, 35, 22554421, 193014, 0.9922
35, 15, 5, 5, 0.281266, simple, 190, 7, 1088746, 31716, 0.2167
35, 15, 5, 15, 0.281266, simple, 391, 8, 2315036, 38688, 0.2683
35, 15, 5, 25, 0.281266, simple, 575, 8, 3314009, 38582, 0.2806
35, 15, 5, 35, 0.281266, simple, 747, 8, 4355951, 37156, 0.2667
35, 15, 5, 45, 0.281266, simple, 816, 8, 4631296, 39114, 0.2906
35, 15, 15, 5, 0.281266, simple, 260, 16, 1606576, 85220, 0.6814
35, 15, 15, 15, 0.281266, simple, 772, 16, 5105596, 85630, 0.6759
35, 15, 15, 25, 0.281266, simple, 1193, 18, 7820540, 94168, 0.7167
35, 15, 15, 35, 0.281266, simple, 1550, 17, 10155372, 88428, 0.714
35, 15, 15, 45, 0.281266, simple, 1702, 18, 10899441, 95442, 0.7233
35, 15, 25, 5, 0.281266, simple, 279, 19, 1729043, 103170, 0.7181
35, 15, 25, 15, 0.281266, simple, 978, 26, 6343558, 133756, 0.9287
35, 15, 25, 25, 0.281266, simple, 1732, 23, 11449868, 125304, 0.8735
35, 15, 25, 35, 0.281266, simple, 2243, 21, 15376496, 114694, 0.6722
35, 15, 25, 45, 0.281266, simple, 2409, 21, 16130555, 114486, 0.729
35, 15, 35, 5, 0.281266, simple, 278, 19, 1711509, 101040, 0.6356
35, 15, 35, 15, 0.281266, simple, 1030, 29, 6652844, 157760, 0.9446
35, 15, 35, 25, 0.281266, simple, 1931, 29, 12753397, 163284, 0.9856
35, 15, 35, 35, 0.281266, simple, 3048, 29, 20214881, 156304, 0.9352
35, 15, 35, 45, 0.281266, simple, 3104, 28, 20566732, 150304, 0.8414
35, 15, 45, 5, 0.281266, simple, 291, 21, 1760089, 112294, 0.7086
35, 15, 45, 15, 0.281266, simple, 1062, 30, 6873179, 163776, 0.7172
35, 15, 45, 25, 0.281266, simple, 1986, 33, 13359014, 185684, 0.9468
35, 15, 45, 35, 0.281266, simple, 3069, 35, 21223911, 185810, 0.9926
35, 15, 45, 45, 0.281266, simple, 3334, 34, 22691859, 187302, 0.9927
35, 25, 5, 5, 0.281266, simple, 196, 6, 1145114, 32356, 0.193
35, 25, 5, 15, 0.281266, simple, 426, 9, 2512126, 41576, 0.2443
35, 25, 5, 25, 0.281266, simple, 621, 9, 3597846, 42056, 0.331
35, 25, 5, 35, 0.281266, simple, 797, 8, 4659972, 40718, 0.3096
35, 25, 5, 45, 0.281266, simple, 876, 9, 5056460, 44842, 0.1305
35, 25, 15, 5, 0.281266, simple, 272, 16, 1646256, 85694, 0.69
35, 25, 15, 15, 0.281266, simple, 817, 18, 5329850, 92354, 0.8135
35, 25, 15, 25, 0.281266, simple, 1223, 17, 8038853, 87198, 0.6592
35, 25, 15, 35, 0.281266, simple, 1622, 18, 10648958, 97736, 0.8623
35, 25, 15, 45, 0.281266, simple, 1747, 19, 11415578, 99982, 0.855
35, 25, 25, 5, 0.281266, simple, 307, 20, 1890077, 106328, 0.7639
35, 25, 25, 15, 0.281266, simple, 974, 25, 6316004, 135176, 0.9226
35, 25, 25, 25, 0.281266, simple, 1699, 24, 11638626, 126546, 0.8451
35, 25, 25, 35, 0.281266, simple, 2343, 22, 15716145, 116278, 0.6725
35, 25, 25, 45, 0.281266, simple, 2456, 23, 16352850, 124686, 0.7974
35, 25, 35, 5, 0.281266, simple, 295, 23, 1790460, 106480, 0.7004
35, 25, 35, 15, 0.281266, simple, 1014, 30, 6549392, 154032, 0.875
35, 25, 35, 25, 0.281266, simple, 2006, 29, 13533326, 161154, 0.9182
35, 25, 35, 35, 0.281266, simple, 2973, 30, 20481368, 159948, 0.9647
35, 25, 35, 45, 0.281266, simple, 3153, 30, 21543999, 161644, 0.959
35, 25, 45, 5, 0.281266, simple, 286, 23, 1775944, 108346, 0.6453
35, 25, 45, 15, 0.281266, simple, 1040, 30, 6693240, 159162, 0.7492
35, 25, 45, 25, 0.281266, simple, 2257, 37, 14700603, 189624, 0.9921
35, 25, 45, 35, 0.281266, simple, 3199, 36, 21559351, 189168, 0.9924
35, 25, 45, 45, 0.281266, simple, 3307, 33, 22170739, 182792, 0.8984
35, 35, 5, 5, 0.281266, simple, 195, 7, 1159246, 35032, 0.2169
35, 35, 5, 15, 0.281266, simple, 463, 9, 2764724, 43162, 0.3085
35, 35, 5, 25, 0.281266, simple, 644, 8, 3783091, 44610, 0.324
35, 35, 5, 35, 0.281266, simple, 846, 8, 4980612, 41210, 0.2742
35, 35, 5, 45, 0.281266, simple, 937, 10, 5437801, 48696, 0.334
35, 35, 15, 5, 0.281266, simple, 286, 17, 1768782, 89100, 0.7303
35, 35, 15, 15, 0.281266, simple, 832, 18, 5493514, 94922, 0.8204
35, 35, 15, 25, 0.281266, simple, 1293, 19, 8519620, 95786, 0.7308
35, 35, 15, 35, 0.281266, simple, 1653, 18, 10816400, 92354, 0.7016
35, 35, 15, 45, 0.281266, simple, 1793, 22, 11602222, 101730, 0.8704
35, 35, 25, 5, 0.281266, simple, 298, 20, 1801209, 104548, 0.7417
35, 35, 25, 15, 0.281266, simple, 990, 26, 6470660, 137984, 0.9604
35, 35, 25, 25, 0.281266, simple, 1792, 25, 12198355, 135852, 0.8759
35, 35, 25, 35, 0.281266, simple, 2272, 24, 15618969, 131736, 0.8601
35, 35, 25, 45, 0.281266, simple, 2501, 25, 16778405, 137692, 0.9397
35, 35, 35, 5, 0.281266, simple, 290, 19, 1787757, 102308, 0.6414
35, 35, 35, 15, 0.281266, simple, 1045, 31, 6827322, 163902, 0.9737
35, 35, 35, 25, 0.281266, simple, 2024, 32, 12954688, 154226, 0.8182
35, 35, 35, 35, 0.281266, simple, 3067, 31, 20724304, 164444, 0.9747
35, 35, 35, 45, 0.281266, simple, 3182, 31, 21777479, 164362, 0.9803
35, 35, 45, 5, 0.281266, simple, 301, 21, 1886019, 116086, 0.8004
35, 35, 45, 15, 0.281266, simple, 1078, 34, 6929999, 178974, 0.9746
35, 35, 45, 25, 0.281266, simple, 2009, 34, 13416526, 191414, 0.9539
35, 35, 45, 35, 0.281266, simple, 3146, 35, 21764919, 191190, 0.9908
35, 35, 45, 45, 0.281266, simple, 3436, 34, 23638838, 187950, 0.9306
35, 45, 5, 5, 0.281266, simple, 195, 6, 1149024, 29902, 0.1676
35, 45, 5, 15, 0.281266, simple, 446, 9, 2664898, 43972, 0.3063
35, 45, 5, 25, 0.281266, simple, 663, 9, 3900530, 46370, 0.2494
35, 45, 5, 35, 0.281266, simple, 856, 10, 5041172, 49582, 0.3565
35, 45, 5, 45, 0.281266, simple, 950, 11, 5512384, 53696, 0.4174
35, 45, 15, 5, 0.281266, simple, 270, 17, 1676216, 86008, 0.6979
35, 45, 15, 15, 0.281266, simple, 858, 19, 5586766, 96548, 0.8117
35, 45, 15, 25, 0.281266, simple, 1260, 19, 8288657, 99628, 0.8515
35, 45, 15, 35, 0.281266, simple, 1682, 19, 11022812, 102376, 0.8625
35, 45, 15, 45, 0.281266, simple, 1865, 22, 11783291, 103228, 0.8702
35, 45, 25, 5, 0.281266, simple, 295, 21, 1735054, 103128, 0.6783
35, 45, 25, 15, 0.281266, simple, 1030, 26, 6463933, 138362, 0.9551
35, 45, 25, 25, 0.281266, simple, 1788, 26, 12096069, 136456, 0.9379
35, 45, 25, 35, 0.281266, simple, 2478, 31, 16042866, 138306, 0.949
35, 45, 25, 45, 0.281266, simple, 2655, 26, 16875444, 138294, 0.9492
35, 45, 35, 5, 0.281266, simple, 299, 22, 1813866, 111482, 0.7579
35, 45, 35, 15, 0.281266, simple, 1091, 32, 6962574, 163942, 0.9787
35, 45, 35, 25, 0.281266, simple, 1987, 31, 13313065, 170608, 0.985
35, 45, 35, 35, 0.281266, simple, 3036, 32, 20870086, 163676, 0.9624
35, 45, 35, 45, 0.281266, simple, 3250, 30, 22068675, 166624, 0.9629
35, 45, 45, 5, 0.281266, simple, 296, 21, 1810724, 113764, 0.7444
35, 45, 45, 15, 0.281266, simple, 1121, 35, 7022133, 181358, 0.9772
35, 45, 45, 25, 0.281266, simple, 2155, 38, 13859579, 194916, 0.9913
35, 45, 45, 35, 0.281266, simple, 3317, 34, 22086634, 183380, 0.781
35, 45, 45, 45, 0.281266, simple, 3387, 35, 23049392, 193198, 0.9914
45, 5, 5, 5, 0.262697, simple, 161, 7, 919081, 30416, 0.1498
45, 5, 5, 15, 0.262697, simple, 345, 7, 1969682, 32806, 0.182
45, 5, 5, 25, 0.262697, simple, 533, 7, 3013404, 33940, 0.2384
45, 5, 5, 35, 0.262697, simple, 739, 8, 4153903, 40784, 0.1981
45, 5, 5, 45, 0.262697, simple, 895, 7, 5013241, 35960, 0.2378
45, 5, 15, 5, 0.262697, simple, 255, 17, 1515417, 88204, 0.6709
45, 5, 15, 15, 0.262697, simple, 771, 21, 5027976, 95070, 0.3391
45, 5, 15, 25, 0.262697, simple, 1271, 20, 8268010, 105980, 0.5496
45, 5, 15, 35, 0.262697, simple, 1554, 19, 10040821, 95040, 0.8121
45, 5, 15, 45, 0.262697, simple, 1872, 17, 12344739, 87764, 0.7513
45, 5, 25, 5, 0.262697, simple, 269, 20, 1614159, 91936, 0.561
45, 5, 25, 15, 0.262697, simple, 941, 24, 6021018, 125196, 0.8545
45, 5, 25, 25, 0.262697, simple, 1621, 21, 10971712, 113378, 0.6979
45, 5, 25, 35, 0.262697, simple, 2238, 26, 15007510, 130472, 0.8812
45, 5, 25, 45, 0.262697, simple, 2780, 27, 18414343, 126336, 0.911
45, 5, 35, 5, 0.262697, simple, 294, 19, 1699771, 89030, 0.5277
45, 5, 35, 15, 0.262697, simple, 1099, 27, 6641663, 145736, 0.7715
45, 5, 35, 25, 0.262697, simple, 2020, 34, 13064560, 161720, 0.9855
45, 5, 35, 35, 0.262697, simple, 2973, 24, 19719882, 127020, 0.6637
45, 5, 35, 45, 0.262697, simple, 3742, 26, 25408108, 136744, 0.7385
45, 5, 45, 5, 0.262697, simple, 278, 23, 1649693, 110530, 0.7001
45, 5, 45, 15, 0.262697, simple, 1246, 32, 7471795, 179202, 0.9221
45, 5, 45, 25, 0.262697, simple, 2097, 34, 14021711, 190224, 0.993
45, 5, 45, 35, 0.262697, simple, 3331, 35, 21376411, 186048, 0.9929
45, 5, 45, 45, 0.262697, simple, 4346, 30, 30900489, 159390, 0.7691
45, 15, 5, 5, 0.262697, simple, 187, 6, 1068628, 31440, 0.2056
45, 15, 5, 15, 0.262697, simple, 377, 6, 2170687, 28976, 0.1737
45, 15, 5, 25, 0.262697, simple, 579, 7, 3292957, 33474, 0.1953
45, 15, 5, 35, 0.262697, simple, 771, 8, 4274858, 38728, 0.2926
45, 15, 5, 45, 0.262697, simple, 913, 8, 5169619, 39342, 0.2775
45, 15, 15, 5, 0.262697, simple, 261, 16, 1564366, 78502, 0.4418
45, 15, 15, 15, 0.262697, simple, 795, 19, 5095150, 88802, 0.7786
45, 15, 15, 25, 0.262697, simple, 1255, 14, 8168891, 73074, 0.3872
45, 15, 15, 35, 0.262697, simple, 1549, 15, 10223895, 80992, 0.441
45, 15, 15, 45, 0.262697, simple, 1903, 17, 12509854, 88286, 0.7134
45, 15, 25, 5, 0.262697, simple, 287, 20, 1793110, 106308, 0.7809
45, 15, 25, 15, 0.262697, simple, 942, 23, 6162252, 123998, 0.738
45, 15, 25, 25, 0.262697, simple, 1680, 22, 11422730, 119008, 0.7761
45, 15, 25, 35, 0.262697, simple, 2209, 24, 15133648, 127730, 0.8951
45, 15, 25, 45, 0.262697, simple, 2768, 24, 18699489, 127988, 0.8766
45, 15, 35, 5, 0.262697, simple, 298, 21, 1861114, 110690, 0.7521
45, 15, 35, 15, 0.262697, simple, 958, 25, 6196098, 140238, 0.7391
45, 15, 35, 25, 0.262697, simple, 2089, 30, 13893586, 163142, 0.9761
45, 15, 35, 35, 0.262697, simple, 2878, 28, 19736577, 147452, 0.8391
45, 15, 35, 45, 0.262697, simple, 3566, 29, 24888922, 143646, 0.805
45, 15, 45, 5, 0.262697, simple, 279, 15, 1680503, 78834, 0.3878
45, 15, 45, 15, 0.262697, simple, 1015, 32, 6527330, 167190, 0.8607
45, 15, 45, 25, 0.262697, simple, 2051, 34, 13690824, 188322, 0.9432
45, 15, 45, 35, 0.262697, simple, 3166, 34, 21755319, 183052, 0.9387
45, 15, 45, 45, 0.262697, simple, 4383, 30, 31035761, 162136, 0.7637
45, 25, 5, 5, 0.262697, simple, 189, 6, 1133262, 29878, 0.181
45, 25, 5, 15, 0.262697, simple, 416, 8, 2440667, 40610, 0.3051
45, 25, 5, 25, 0.262697, simple, 615, 9, 3563017, 42964, 0.3154
45, 25, 5, 35, 0.262697, simple, 800, 9, 4644503, 48576, 0.1556
45, 25, 5, 45, 0.262697, simple, 913, 8, 5298015, 37636, 0.1667
45, 25, 15, 5, 0.262697, simple, 276, 18, 1699053, 86548, 0.6574
45, 25, 15, 15, 0.262697, simple, 810, 18, 5311818, 93210, 0.8221
45, 25, 15, 25, 0.262697, simple, 1260, 21, 8329223, 110992, 0.2992
45, 25, 15, 35, 0.262697, simple, 1644, 19, 10545951, 98222, 0.8508
45, 25, 15, 45, 0.262697, simple, 1980, 19, 12958562, 97716, 0.8662
45, 25, 25, 5, 0.262697, simple, 297, 21, 1821796, 105832, 0.756
45, 25, 25, 15, 0.262697, simple, 1006, 25, 6471499, 130786, 0.7008
45, 25, 25, 25, 0.262697, simple, 1713, 22, 11482306, 118384, 0.7738
45, 25, 25, 35, 0.262697, simple, 2501, 26, 16850860, 138564, 0.41
45, 25, 25, 45, 0.262697, simple, 3031, 28, 20055791, 145392, 0.6373
45, 25, 35, 5, 0.262697, simple, 315, 21, 1903797, 109832, 0.8004
45, 25, 35, 15, 0.262697, simple, 1048, 31, 6578617, 160490, 0.9615
45, 25, 35, 25, 0.262697, simple, 2025, 30, 13005203, 162620, 0.8856
45, 25, 35, 35, 0.262697, simple, 2989, 29, 20345435, 160258, 0.9557
45, 25, 35, 45, 0.262697, simple, 3804, 29, 25458824, 155848, 0.8503
45, 25, 45, 5, 0.262697, simple, 282, 19, 1737868, 100544, 0.5973
45, 25, 45, 15, 0.262697, simple, 1045, 30, 6721504, 158810, 0.7326
45, 25, 45, 25, 0.262697, simple, 1997, 32, 13419754, 182000, 0.87
45, 25, 45, 35, 0.262697, simple, 3192, 33, 21832095, 177774, 0.8347
45, 25, 45, 45, 0.262697, simple, 4637, 37, 32468845, 204508, 0.6807
45, 35, 5, 5, 0.262697, simple, 189, 6, 1117868, 29028, 0.1152
45, 35, 5, 15, 0.262697, simple, 427, 8, 2538028, 41634, 0.2838
45, 35, 5, 25, 0.262697, simple, 666, 10, 3864536, 48732, 0.1394
45, 35, 5, 35, 0.262697, simple, 835, 10, 4907773, 48570, 0.217
45, 35, 5, 45, 0.262697, simple, 1018, 9, 5872512, 42698, 0.247
45, 35, 15, 5, 0.262697, simple, 268, 13, 1596349, 62516, 0.3186
45, 35, 15, 15, 0.262697, simple, 846, 18, 5575131, 96204, 0.3985
45, 35, 15, 25, 0.262697, simple, 1274, 19, 8156023, 98388, 0.837
45, 35, 15, 35, 0.262697, simple, 1629, 19, 10654682, 98792, 0.8478
45, 35, 15, 45, 0.262697, simple, 2054, 18, 13474475, 99850, 0.7043
45, 35, 25, 5, 0.262697, simple, 284, 19, 1708228, 99016, 0.5559
45, 35, 25, 15, 0.262697, simple, 994, 26, 6371623, 136744, 0.9621
45, 35, 25, 25, 0.262697, simple, 1773, 25, 11976668, 133800, 0.9476
45, 35, 25, 35, 0.262697, simple, 2378, 25, 15780367, 134496, 0.9436
45, 35, 25, 45, 0.262697, simple, 2907, 24, 19720724, 129976, 0.6735
45, 35, 35, 5, 0.262697, simple, 321, 22, 1937796, 111802, 0.8242
45, 35, 35, 15, 0.262697, simple, 1047, 30, 6740507, 161372, 0.9269
45, 35, 35, 25, 0.262697, simple, 1957, 30, 12988615, 166168, 0.9206
45, 35, 35, 35, 0.262697, simple, 3078, 30, 21049819, 157062, 0.8589
45, 35, 35, 45, 0.262697, simple, 3643, 29, 25128199, 161276, 0.9524
45, 35, 45, 5, 0.262697, simple, 303, 22, 1860871, 114580, 0.7927
45, 35, 45, 15, 0.262697, simple, 1063, 32, 6844636, 174908, 0.8642
45, 35, 45, 25, 0.262697, simple, 2065, 41, 13548349, 185886, 0.8618
45, 35, 45, 35, 0.262697, simple, 3130, 34, 21199832, 177418, 0.845
45, 35, 45, 45, 0.262697, simple, 4437, 34, 31303121, 184552, 0.8914
45, 45, 5, 5, 0.262697, simple, 202, 5, 1216258, 27422, 0.1389
45, 45, 5, 15, 0.262697, simple, 431, 8, 2548325, 42088, 0.2719
45, 45, 5, 25, 0.262697, simple, 661, 10, 3845647, 46546, 0.3427
45, 45, 5, 35, 0.262697, simple, 843, 10, 4995389, 51450, 0.2244
45, 45, 5, 45, 0.262697, simple, 1032, 11, 6130989, 50830, 0.3994
45, 45, 15, 5, 0.262697, simple, 276, 16, 1691825, 83096, 0.6041
45, 45, 15, 15, 0.262697, simple, 841, 18, 5485037, 96636, 0.8014
45, 45, 15, 25, 0.262697, simple, 1291, 19, 8556713, 98244, 0.6718
45, 45, 15, 35, 0.262697, simple, 1656, 19, 10946428, 100056, 0.8349
45, 45, 15, 45, 0.262697, simple, 2029, 19, 13437529, 102188, 0.8722
45, 45, 25, 5, 0.262697, simple, 286, 19, 1782054, 99640, 0.6409
45, 45, 25, 15, 0.262697, simple, 987, 26, 6419663, 137556, 0.9436
45, 45, 25, 25, 0.262697, simple, 1771, 27, 12084195, 135718, 0.9422
45, 45, 25, 35, 0.262697, simple, 2368, 25, 16166894, 136640, 0.9109
45, 45, 25, 45, 0.262697, simple, 2924, 24, 20144813, 128948, 0.3529
45, 45, 35, 5, 0.262697, simple, 287, 20, 1761372, 107280, 0.7015
45, 45, 35, 15, 0.262697, simple, 1034, 29, 6705840, 161874, 0.9319
45, 45, 35, 25, 0.262697, simple, 1979, 31, 13148855, 169366, 0.9856
45, 45, 35, 35, 0.262697, simple, 3101, 30, 20938647, 163054, 0.8824
45, 45, 35, 45, 0.262697, simple, 3846, 32, 25411731, 164020, 0.9797
45, 45, 45, 5, 0.262697, simple, 290, 22, 1742008, 106850, 0.6553
45, 45, 45, 15, 0.262697, simple, 1103, 34, 6885101, 179522, 0.9852
45, 45, 45, 25, 0.262697, simple, 2088, 36, 13729369, 193798, 0.9916
45, 45, 45, 35, 0.262697, simple, 3171, 35, 21780925, 191838, 0.9151
45, 45, 45, 45, 0.262697, simple, 4519, 34, 31219809, 190650, 0.9712

